reading_order,batch,sample_id,swap_from,swap_to,clause_replaced_to,caption_distractor,q1_grammatical,q2_asserts_swap_to,q3_not_still_true,notes
812,9,sushi:n_spike\10\0000002,negative spike,step,Large step changes consistently appear in signal.,"The direction shows a decreasing pattern, similar to an inverse sigmoid curve, with its contraction slowing down, finally merging towards a value. Large step changes consistently appear in signal.",y,y,y,q1: 'consistently appear in signal' missing article — telegraphic but parses
813,9,sushi:noisy\05\0000006,noisy,negative spike,"Equally important, the signal is characterised by intermittent negative spikes of considerable magnitude.","The course is characterised by exponential undulation, culminating in a sharp rise towards the conclusion. Equally important, the signal is characterised by intermittent negative spikes of considerable magnitude.",y,y,y,noisy→n_spike with magnitude ('considerable') — distinguishes spikes from noise jitter — kept y
814,9,sushi:noisy\12\0000006,noisy,positive spike,Positive spikes appear throughout the signal.,"The progression reflects a negative cubic function's graph, dipping, surging, and dipping. It forms a rotated 90-degree S-shape. Positive spikes appear throughout the signal.",y,y,y,"noisy→p_spike, no magnitude + 'throughout': noise's upward excursions could loosely fit, but 'spikes' implies discrete impulses — kept y with hesitation"
815,9,sushi:noisy\23\0000007,noisy,smooth,"Generally speaking, the signal is smooth, showing only minor disturbances and fluctuations.","The signal demonstrates a repeating rhythm at regular intervals, comparable to an inverse sawtooth wave. Generally speaking, the signal is smooth, showing only minor disturbances and fluctuations.",y,y,y,
816,9,sushi:pn_spike\06\0000000,positive-and-negative spike,noisy,"Additionally, there is a large amount of noise throughout the signal.","The direction shows decreasing inverse exponential development with a depression. Additionally, there is a large amount of noise throughout the signal.",y,y,y,large amount of noise throughout' = pervasive — distinguishes from sporadic ±spikes — kept y
817,9,sushi:smooth\08\0000003,smooth,positive-and-negative spike,"Correspondingly, the signal is riddled with sporadic large positive and negative spikes.","Escalating inverse exponential decay is making the trend near saturation. Correspondingly, the signal is riddled with sporadic large positive and negative spikes.",y,y,y,
818,9,sushi:noisy\07\0000006,noisy,negative spike,"Additionally, the signal is laced with considerable amounts of negative spikes.","A value is inclined to by the tendency through exponential decay. Additionally, the signal is laced with considerable amounts of negative spikes.",y,y,y,noisy→n_spike with magnitude ('considerable') — kept y
819,9,sushi:smooth\22\0000000,smooth,positive spike,"Also, the signal frequently exhibits positive spikes of noticeable size.","A rhythmic sequence, similar to saw waves, is shown by the signal. Also, the signal frequently exhibits positive spikes of noticeable size.",y,y,y,
820,9,sushi:p_spike\24\0000005,positive spike,smooth,"Generally, the signal demonstrates a smooth trend with minor disturbances.","The signal, mirroring a triangular wave, presents a rhythm that is regularly replicated. Generally, the signal demonstrates a smooth trend with minor disturbances.",y,y,y,
821,9,sushi:n_spike\07\0000006,negative spike,step,Large step changes are throughout the signal.,Process defined by decrease targets a certain value via exponential decay. Large step changes are throughout the signal.,y,y,y,
822,9,sushi:smooth\21\0000002,smooth,noisy,"A considerable amount of noise litters the signal, in addition.","A periodic pattern, similar to a square wave, is what the signal shows. A considerable amount of noise litters the signal, in addition.",y,y,y,"smooth→noisy: 'considerable... litters' contradicts slight-noise-only smooth truth — false, ok (litters-blur rule applies only to spike truths)"
823,9,sushi:pn_spike\21\0000000,positive-and-negative spike,negative spike,"Besides, the signal is speckled with high levels of negative spikes.","Similar to a square wave, the signal displays a repeating pattern. Besides, the signal is speckled with high levels of negative spikes.",y,y,n,true class ±spikes DOES contain high-level negative spikes; clause lacks exclusivity — claim still true (subset problem)
824,9,sushi:pn_spike\05\0000007,positive-and-negative spike,positive spike,"In the same vein, the signal is occasionally interrupted by large positive spikes.","The trajectory's exponential escalation leads to a sharp culmination ascent. In the same vein, the signal is occasionally interrupted by large positive spikes.",y,y,n,±spike truth does contain occasional large positive spikes — claim still true (subset problem)
825,9,sushi:p_spike\04\0000001,positive spike,smooth,Minor noise is in the smooth signal.,"The pattern, similar to a convex curve, initially falls and then rises. Minor noise is in the smooth signal.",y,y,y,
826,9,sushi:noisy\12\0000008,noisy,step,Large step changes mark the signal.,"The trajectory is similar to a negative cubic function's curve, declining, increasing, and declining. It results in a rotated 90-degree S-shape. Large step changes mark the signal.",y,y,y,
827,9,sushi:step\04\0000009,step,noisy,"Correspondingly, the signal is contaminated with significant noise.","Decreasing and increasing, the line is like a convex curve. Correspondingly, the signal is contaminated with significant noise.",y,y,y,step→noisy: 'contaminated' non-pervasive rule applies only to spike truths; clean step levels aren't noise — kept y
828,9,sushi:p_spike\14\0000005,positive spike,positive-and-negative spike,"Additionally, the signal is peppered with large positive and negative spikes.","The course models a flipped Gaussian function, starting with a decline then incline, both ends equalizing at a constant. Additionally, the signal is peppered with large positive and negative spikes.",y,y,y,"claims both polarities; truth has only positive spikes — false, ok"
829,9,sushi:pn_spike\24\0000004,positive-and-negative spike,negative spike,"Additionally, the signal is laced with considerable amounts of negative spikes.","The signal indicates a repeating sequence like a triangular wave. Additionally, the signal is laced with considerable amounts of negative spikes.",y,y,n,±spike truth does contain considerable negative spikes; clause lacks exclusivity — claim still true (subset problem)
830,9,sushi:pn_spike\02\0000009,positive-and-negative spike,positive spike,"Frequent positive spikes of significant magnitude are in the signal, moreover.","The decrease is consistent in the trend. Frequent positive spikes of significant magnitude are in the signal, moreover.",y,y,n,±spike truth does contain frequent significant positive spikes — claim still true (subset problem)
831,9,sushi:n_spike\00\0000005,negative spike,smooth,"Large part, the signal is smooth with minor interference.","The direction is sustained without any alterations from a specific value. Large part, the signal is smooth with minor interference.",n,y,y,"q1: 'Large part, the signal is smooth...' truncated/malformed opener (recurring template defect). Swap claim asserts smooth, false for negative-spike truth"
832,9,sushi:pn_spike\14\0000000,positive-and-negative spike,noisy,"Besides, the signal is sporadically interrupted by large amounts of noise.","The shift is in tune with an inverted Gaussian function, dropping at first and then climbing, with both ends eventually equating to a constant value. Besides, the signal is sporadically interrupted by large amounts of noise.",y,y,n,sporadically interrupted by large amounts of noise' plausibly describes sporadic large ±spikes; non-pervasive noise wording doesn't distinguish the classes
833,9,sushi:p_spike\12\0000000,positive spike,step,"Furthermore, the signal is sporadically interrupted by large step changes throughout.","Declining, peaking, and declining, the pattern follows a negative cubic function's path and creates a rotated 90-degree S-shape. Furthermore, the signal is sporadically interrupted by large step changes throughout.",y,y,y,
834,9,sushi:p_spike\24\0000007,positive spike,negative spike,Negative spikes interrupt the signal.,The signal reflects a rhythm that's akin to a triangular wave. Negative spikes interrupt the signal.,y,y,y,"no magnitude, but polarity decides: truth has only positive spikes, claim asserts negative — false, ok"
